Time (sec),R1 W1 Avg,R1 W2 Avg,R1 R1,R2 W1 Avg,R2 W2 Avg,R2 R1,R3 W1 Avg,R3 W2 Avg,R3 R1,R4 W1 Avg,R4 W2 Avg,R4 R1,R5 W1 Avg,R5 W2 Avg,R5 R1,R6 W1 Avg,R6 W2 Avg,R6 R1,R7 W1 Avg,R7 W2 Avg,R7 R1,R8 W1 Avg,R8 W2 Avg,R8 R1,R9 W1 Avg,R9 W2 Avg,R9 R1,R10 W1 Avg,R10 W2 Avg,R10 R1,R11 W1 Avg,R11 W2 Avg,R11 R1,R12 W1 Avg,R12 W2 Avg,R12 R1,R13 W1 Avg,R13 W2 Avg,R13 R1,R14 W1 Avg,R14 W2 Avg,R14 R1,R15 W1 Avg,R15 W2 Avg,R15 R1,R16 W1 Avg,R16 W2 Avg,R16 R1,R17 W1 Avg,R17 W2 Avg,R17 R1,R18 W1 Avg,R18 W2 Avg,R18 R1,R19 W1 Avg,R19 W2 Avg,R19 R1,R20 W1 Avg,R20 W2 Avg,R20 R1,R21 W1 Avg,R21 W2 Avg,R21 R1,R22 W1 Avg,R22 W2 Avg,R22 R1,R23 W1 Avg,R23 W2 Avg,R23 R1,R24 W1 Avg,R24 W2 Avg,R24 R1,R25 W1 Avg,R25 W2 Avg,R25 R1,R26 W1 Avg,R26 W2 Avg,R26 R1,R27 W1 Avg,R27 W2 Avg,R27 R1,R28 W1 Avg,R28 W2 Avg,R28 R1,R29 W1 Avg,R29 W2 Avg,R29 R1,R30 W1 Avg,R30 W2 Avg,R30 R1,R31 W1 Avg,R31 W2 Avg,R31 R1,R32 W1 Avg,R32 W2 Avg,R32 R1,R33 W1 Avg,R33 W2 Avg,R33 R1,R34 W1 Avg,R34 W2 Avg,R34 R1,R35 W1 Avg,R35 W2 Avg,R35 R1,R36 W1 Avg,R36 W2 Avg,R36 R1,R37 W1 Avg,R37 W2 Avg,R37 R1,R38 W1 Avg,R38 W2 Avg,R38 R1
81.44,0,0,0,31.152987,256.312072,0.123366,31.796501,239.10536,0.137289,29.004296,231.577445,0.128444,44.523716,315.511974,0.152117,40.330533,292.844456,0.142395,37.888599,271.932122,0.16167,63.788404,442.334338,0.148443,59.79669,441.448309,0.139073,31.743308,224.354723,0.147605,43.484187,279.285755,0.217638,49.299672,318.795153,0.157869,46.686916,330.018972,0.162564,47.816816,316.490838,0.159057,44.703106,354.622026,0.12973,37.383034,253.146852,0.155791,41.474175,289.148502,0.157662,29.876518,201.360274,0.185262,49.986881,322.76705,0.158661,41.119589,273.409564,0.155982,45.860079,318.052561,0.147683,63.989702,430.985695,0.150299,37.084471,239.704269,0.193615,47.439595,407.654501,0.121592,30.94918,223.766375,0.143461,26.039004,195.431125,0.146426,45.867478,313.058429,0.17429,42.318803,288.9064,0.150084,38.212886,270.561396,0.144967,24.598969,168.734859,0.164666,28.257608,203.370049,0.144973,33.367698,263.912005,0.132018,40.796071,315.339393,0.132841,35.481493,261.757747,0.140144,33.684917,253.394354,0.137474,30.379763,219.746393,0.148231,24.625407,202.389505,0.128472,35.110413,231.336095,0.156151
86.44,0,0,0,31.843382,251.364689,0.12859,32.361539,236.07072,0.141513,29.816472,226.999901,0.134837,45.270036,311.824951,0.157172,40.94525,289.334863,0.146318,38.564552,268.718582,0.168271,64.348344,437.130298,0.151779,60.496461,436.43266,0.142876,32.510474,221.290748,0.153503,44.160163,275.59255,0.222632,49.81959,315.395612,0.161385,47.127291,326.444601,0.169764,48.454523,312.344773,0.163337,45.446059,349.897965,0.134006,38.021146,249.404672,0.161322,42.279606,285.446976,0.165199,30.538929,199.007178,0.193999,50.529497,318.783018,0.162871,41.674451,270.192709,0.160373,46.524768,314.784078,0.15133,64.629883,426.035301,0.153677,37.749292,237.259871,0.201057,47.865547,402.419416,0.124593,31.673161,219.449149,0.14987,26.932973,191.240658,0.156298,46.514,310.073076,0.183384,43.032332,284.956554,0.155241,38.938619,267.308536,0.149823,25.663044,164.010846,0.176002,29.061638,201.245159,0.150353,34.26167,258.921439,0.138592,41.723694,309.547736,0.138843,36.852042,252.447947,0.152013,34.763477,246.085391,0.147436,31.10839,215.521095,0.154531,26.579528,188.520278,0.148672,35.734371,228.992144,0.160558
91.44,0,0,0,32.357564,249.621746,0.131621,32.695083,236.57177,0.142852,29.870785,229.586185,0.133408,45.446897,313.493081,0.157368,41.182418,290.595212,0.14658,38.637705,270.124401,0.170415,64.53008,439.185385,0.151734,60.57643,439.291068,0.142104,32.538808,222.354529,0.152988,44.306684,276.286907,0.230436,50.064206,315.982347,0.162033,47.3621,326.327562,0.168625,48.813434,312.539656,0.164521,45.722636,350.954025,0.134429,38.238249,249.678779,0.162035,42.34333,286.838819,0.164065,30.739441,199.512337,0.194978,50.727975,319.007251,0.163614,41.779696,270.838745,0.160669,46.423999,316.205968,0.150414,64.546179,428.791561,0.152677,37.732144,237.876964,0.202756,47.773557,403.565582,0.123949,32.135905,218.338576,0.152757,27.242258,190.331607,0.159053,46.578125,311.349758,0.180838,42.968359,285.204186,0.154917,39.065718,268.449124,0.149641,26.008519,162.686723,0.181011,29.078311,201.811225,0.150172,34.552964,258.42686,0.140708,42.049601,309.538896,0.139964,37.836737,247.150667,0.160861,35.419585,243.191138,0.15283,31.514537,214.984907,0.158165,27.903581,178.566552,0.165118,35.805647,229.910299,0.161422
96.44,0,0,0,32.964374,242.787613,0.137793,32.303478,235.323244,0.141768,29.696934,228.761517,0.133106,45.132269,312.559024,0.155605,40.904219,289.527458,0.146172,38.148326,269.582094,0.168362,64.311185,438.552929,0.151461,60.263512,439.495372,0.14117,32.245523,221.593231,0.152173,43.999247,275.292089,0.230084,49.684215,315.227968,0.161021,47.461219,323.270059,0.168568,48.498198,311.642822,0.163941,45.377937,350.48378,0.133526,37.891331,248.548104,0.161501,42.095683,286.106286,0.163003,30.420737,199.216018,0.1947,50.383846,318.227754,0.162954,41.388384,270.207574,0.159652,46.096182,315.312788,0.149677,64.096165,428.144849,0.151764,37.336707,237.18563,0.201475,47.345455,403.049307,0.123022,31.859394,216.218999,0.15303,26.910471,188.13978,0.159847,46.164402,310.801508,0.179098,42.605476,284.649469,0.153879,38.680285,267.399445,0.14909,27.103223,139.680488,0.236155,28.615828,199.786982,0.149579,34.380123,256.101412,0.141299,41.801644,307.168081,0.14047,38.001781,241.175519,0.166266,35.399277,239.063035,0.155666,31.16202,212.911452,0.158046,28.496129,169.223454,0.177492,35.257201,229.465981,0.158836
101.44,0,0,0,31.617566,241.079268,0.133218,31.380096,231.517795,0.139891,28.682566,225.258036,0.130884,44.067957,308.507724,0.154651,39.898522,284.945813,0.144634,37.143802,266.719012,0.164531,63.014627,433.94243,0.149702,59.162094,434.382922,0.139909,31.060193,219.184716,0.148166,42.960269,271.889733,0.223027,48.504586,311.91533,0.158767,46.621033,317.778475,0.1701,47.572007,306.499764,0.163408,44.430509,345.557626,0.132604,37.013101,244.79719,0.159632,41.186952,283.563929,0.159825,29.635711,197.190386,0.187804,49.338572,314.308283,0.16133,40.373308,267.502761,0.157016,45.149563,312.07403,0.148056,63.002725,423.245182,0.150906,36.424563,235.073155,0.197417,46.357036,399.136866,0.121534,31.026652,211.788412,0.152296,26.153628,183.947918,0.158775,45.532891,305.58728,0.179807,42.153572,278.535687,0.155432,37.939905,262.575573,0.148849,32.31664,96.587471,0.37574,27.911592,194.12007,0.150488,33.747102,250.996362,0.141967,41.059624,301.55899,0.140588,37.817245,233.141821,0.172244,34.98531,231.844928,0.159291,30.548707,208.529762,0.158471,29.209026,155.151843,0.197656,34.386897,226.567205,0.156149
106.44,0,0,0,32.505412,243.151069,0.135662,32.420059,231.673907,0.144726,29.788377,224.094258,0.136296,45.16665,308.091643,0.159847,41.005287,283.851049,0.149569,38.101799,266.900329,0.171494,64.11452,433.539453,0.152903,59.976492,435.70763,0.141946,31.977969,218.927184,0.152813,43.753909,270.921845,0.232998,49.650918,311.918655,0.162833,47.69362,316.215302,0.176596,48.557855,305.078604,0.167675,45.741208,343.949627,0.137604,38.168096,242.697821,0.16675,42.605474,282.619496,0.166084,30.891749,195.089028,0.202444,50.268615,313.429321,0.165131,41.470698,266.889234,0.161901,45.999493,312.181279,0.150962,63.94198,422.324959,0.153622,37.438657,234.196375,0.203572,47.35572,399.826724,0.124603,32.371654,208.367304,0.16171,27.508465,180.96846,0.171389,47.155408,297.083175,0.198559,45.179282,262.911036,0.177944,39.427919,257.268839,0.158878,34.50925,91.951479,0.414906,30.048756,183.179894,0.173415,35.18006,246.9242,0.152373,42.479845,297.39414,0.148415,39.902466,223.699405,0.192665,37.099611,221.302201,0.179461,32.122337,202.318827,0.174095,32.247075,137.433052,0.246927,35.248155,226.403085,0.161096
111.44,0,0,0,32.139764,244.74815,0.133158,32.111114,231.950312,0.142946,29.913445,222.330618,0.138054,45.222421,307.578219,0.159599,41.217737,282.628374,0.151067,37.915653,267.561548,0.166116,64.115019,433.633092,0.1528,59.823868,436.111266,0.141248,31.825225,219.862708,0.151281,43.842782,269.415556,0.233443,49.741905,311.180678,0.163501,48.534805,309.656497,0.181714,48.743368,303.94227,0.16882,46.035707,339.873104,0.140357,39.159559,233.862497,0.176847,43.782495,273.558282,0.175123,31.667309,186.195483,0.215256,50.694115,310.463683,0.168149,42.048503,264.355639,0.165457,46.146245,312.055274,0.151423,63.997916,420.259005,0.154663,37.900055,230.596762,0.204819,47.105238,400.042507,0.123756,33.223622,199.745822,0.172941,28.229026,173.287374,0.184291,49.758846,274.43674,0.228275,51.123917,215.383785,0.248806,41.022925,241.542733,0.176562,34.731923,89.253761,0.42952,33.014064,156.103245,0.222187,36.451767,235.041272,0.171704,43.599373,285.936035,0.16072,42.359865,201.108804,0.233795,39.780262,195.336636,0.220221,33.601358,187.521394,0.200504,35.112519,112.089514,0.33037,35.400324,224.872304,0.162722
116.44,0,0,0,32.158948,247.154768,0.132208,32.726587,231.269039,0.14593,30.486397,221.970967,0.14086,45.728776,306.30911,0.160749,41.641819,281.181324,0.153339,38.169158,268.506902,0.16419,64.819476,430.379643,0.155534,60.297034,436.331384,0.142218,32.036643,221.357584,0.150869,44.802166,262.435045,0.23956,50.853021,305.208641,0.169968,51.180818,288.41568,0.20727,49.691168,299.070842,0.174453,48.004115,326.61828,0.153515,43.403257,201.73165,0.226482,48.312907,239.549043,0.225051,35.17028,160.902458,0.28581,52.698819,297.573889,0.183954,44.570744,253.153946,0.183006,46.990105,309.183172,0.155892,65.80246,410.47093,0.163573,40.242318,216.790506,0.227159,47.375768,401.642218,0.123305,36.380618,176.90702,0.214576,31.114812,152.76791,0.23764,56.879263,224.345501,0.320123,62.122967,148.88046,0.448367,46.586213,199.829076,0.245448,36.367979,81.870579,0.498703,40.133104,109.151602,0.382823,40.262044,208.700049,0.230491,46.963433,263.070329,0.194206,46.9871,172.356891,0.30191,45.404593,157.122036,0.31416,38.348166,154.33035,0.290332,38.518255,93.29027,0.442709,37.067276,215.891587,0.177554
121.44,0,0,0,31.602836,244.457523,0.131197,32.857151,223.95621,0.151352,30.392584,214.650521,0.144732,46.191384,294.39749,0.169376,42.160086,268.855804,0.162193,37.963146,264.35221,0.163685,66.23066,412.402205,0.165934,59.981937,431.644492,0.143054,31.734629,217.750873,0.151823,46.929619,237.972051,0.259484,53.059497,280.38008,0.19266,57.796145,226.633496,0.299476,51.041776,278.331314,0.191318,53.163868,270.740828,0.206799,50.594897,147.018722,0.365766,55.52167,181.008049,0.344564,39.071579,127.640148,0.388676,56.311502,262.557691,0.226167,50.326517,204.838373,0.262226,48.043309,294.251952,0.168343,69.239933,378.196378,0.190753,46.683477,161.148611,0.348236,46.59199,398.024127,0.1221,40.248345,141.123348,0.300082,34.82945,118.653594,0.343677,65.52208,161.881806,0.48044,67.83638,119.260214,0.612374,53.193632,147.683575,0.37685,36.921096,73.645899,0.570374,42.990324,89.521254,0.500694,44.751071,169.862607,0.318733,50.978077,225.26176,0.25512,49.824727,148.987214,0.365509,48.545485,131.849618,0.395575,42.528882,122.467398,0.396569,39.606976,83.689672,0.50639,39.915488,187.422797,0.221198
126.44,0,0,0,33.928611,231.057344,0.149535,35.741894,204.11989,0.18095,34.172814,187.766109,0.185936,50.589156,263.672078,0.208557,47.037659,232.068756,0.210138,40.237841,251.698716,0.182891,73.42725,365.882528,0.208788,62.502521,416.637556,0.155629,33.287208,210.798539,0.164081,53.584799,193.964056,0.351458,60.266933,233.068602,0.263845,67.347265,173.89234,0.426414,56.84426,241.601475,0.244402,68.617801,185.578261,0.382398,55.846223,123.761037,0.478667,62.771005,142.117927,0.480418,43.437211,106.736692,0.490511,65.820238,204.417355,0.337708,61.611269,153.130855,0.413938,53.838161,257.82647,0.21897,79.018031,317.692231,0.268991,55.856026,119.115382,0.526212,48.439375,390.38033,0.129345,45.546424,114.029619,0.418369,39.749251,94.225517,0.475288,71.542525,136.151906,0.61349,71.708548,111.784988,0.693617,59.040183,121.737898,0.50446,38.557899,70.271792,0.619208,45.413774,82.773819,0.572501,50.499482,138.673747,0.414428,56.628051,192.574451,0.331085,53.195048,136.477686,0.421294,51.983231,119.447652,0.456786,46.220399,107.418467,0.479065,41.207751,80.920428,0.545527,48.228158,137.025139,0.363127
131.44,0,0,0,37.695944,202.017882,0.192302,40.311765,167.423742,0.250268,42.640498,131.476769,0.332191,57.785998,206.004955,0.299541,56.032479,168.159722,0.339283,43.852997,219.495601,0.224339,84.476628,297.439772,0.297782,67.487844,375.088895,0.187812,36.175357,184.2896,0.199251,59.488462,154.99876,0.458598,67.738736,185.609498,0.370836,71.405338,152.585301,0.505119,62.880811,193.858606,0.334674,68.802132,185.656799,0.384372,57.67269,114.131942,0.530391,65.947247,126.505442,0.556799,45.234405,97.656746,0.543333,72.469329,166.00009,0.449116,64.121785,148.233891,0.450831,62.486396,203.263506,0.320597,90.69167,245.473294,0.391298,58.094057,107.729144,0.604009,51.057642,366.541499,0.144991,47.279408,105.122763,0.471123,41.874908,84.44511,0.553346,73.555748,127.690187,0.654574,73.131345,108.965767,0.725312,61.087417,112.459533,0.562612,38.849847,68.990072,0.633439,46.282788,79.654229,0.607556,53.317927,122.934079,0.47459,59.809923,174.035994,0.380738,54.602231,129.480262,0.451687,52.856055,116.628195,0.476153,47.410264,101.877132,0.515578,41.488255,80.217736,0.555025,53.07537,113.469266,0.489294
136.44,0,0,0,41.60544,177.337969,0.241779,45.189228,136.242858,0.344445,44.829013,123.230336,0.374483,64.644927,165.636831,0.407517,58.668312,155.365443,0.385227,51.254631,168.509424,0.33787,93.986418,247.062068,0.392646,84.411378,270.364953,0.319711,43.575209,140.611786,0.303826,63.16694,137.347433,0.54799,72.531701,161.055212,0.458255,73.688895,142.866878,0.553179,67.714343,167.698875,0.411793,69.52284,181.249948,0.399208,58.9064,109.474346,0.564047,67.304187,120.317862,0.600034,46.003263,93.826227,0.57175,75.878009,150.286769,0.516765,65.614681,144.934672,0.476913,68.545886,176.677122,0.402185,98.753977,208.143046,0.49642,59.446808,101.003937,0.65934,60.448412,283.15029,0.219741,48.287006,101.030415,0.503238,42.910471,80.543198,0.594697,74.38687,126.23681,0.660036,73.926612,109.032793,0.73621,62.144357,109.234982,0.591821,38.871187,69.261543,0.628171,46.576843,78.946892,0.616981,54.915499,116.546579,0.506678,61.755932,164.613054,0.408659,55.478179,126.78099,0.465053,53.126063,116.131163,0.479914,48.132847,99.95585,0.531495,41.474839,81.205595,0.549692,55.325906,105.251297,0.56062
141.44,0,0,0,43.532543,166.084818,0.270447,47.600915,121.390482,0.406111,45.269047,118.766306,0.393396,67.466334,151.574755,0.462688,59.776611,148.312592,0.411277,56.345505,140.720728,0.441126,100.362169,218.632607,0.468291,84.607585,274.939064,0.319482,45.047876,133.928671,0.329739,64.613345,131.033995,0.581488,74.822937,150.89491,0.506631,74.678072,138.804115,0.571835,69.448161,158.182048,0.447459,70.036616,178.186494,0.410066,59.327101,106.879141,0.581705,67.86037,117.891745,0.615022,46.408032,92.455436,0.586455,77.458938,143.801523,0.552896,66.58345,141.423585,0.498855,70.907565,166.755153,0.440407,101.737949,195.893337,0.543415,60.066274,97.314167,0.692817,72.887524,226.151518,0.332626,48.592363,99.408191,0.517381,43.323596,78.856352,0.612125,74.098723,127.862669,0.646188,73.895488,109.335473,0.728502,62.30808,108.30221,0.597247,38.420034,71.144079,0.601771,46.487241,79.509588,0.611831,55.618353,113.36196,0.521676,62.588778,159.42928,0.421871,55.53957,126.220393,0.466546,52.942112,116.783507,0.476251,48.055274,99.544042,0.533857,40.965118,82.806677,0.529032,56.093225,101.109556,0.596163
146.44,0,0,0,44.444642,157.563648,0.291644,48.95411,113.63662,0.447136,45.797462,113.602084,0.416328,68.476747,145.486153,0.490134,60.390873,141.733103,0.435025,58.373757,129.135487,0.498113,102.440651,207.884133,0.502057,85.167681,264.286191,0.334364,45.394049,128.072299,0.347841,64.790163,127.581942,0.606665,75.61847,145.774844,0.531833,74.868643,136.256169,0.584949,69.993735,151.508025,0.47072,69.836697,175.971049,0.414171,59.361606,104.820329,0.592753,67.849291,116.245397,0.625188,46.216187,91.567165,0.588854,78.112633,139.313077,0.577831,66.861539,138.191295,0.517667,71.927766,159.712878,0.467026,102.588532,190.820732,0.564055,60.242539,94.069991,0.718955,72.378575,223.311853,0.335362,48.450172,98.510315,0.52303,43.325513,77.51598,0.627335,73.222162,130.388773,0.629141,73.401664,108.722541,0.731479,61.793567,108.432263,0.59103,37.621452,73.814457,0.567874,46.036201,80.766752,0.598003,55.668095,111.279372,0.53089,62.853427,155.765442,0.428956,55.231493,126.115093,0.46458,52.454777,117.035053,0.470763,47.897837,99.182327,0.530228,40.169306,85.375165,0.499588,56.321478,98.080274,0.624903
151.44,0,0,0,45.146958,153.450534,0.304968,49.599304,110.871652,0.464726,46.054165,111.100775,0.429385,68.471309,145.106528,0.493494,60.658468,139.270345,0.445277,59.192118,124.733227,0.522011,103.373571,204.491619,0.514604,85.509931,258.786227,0.342253,45.897734,124.618834,0.362081,64.442087,127.792444,0.605263,75.764645,146.110335,0.532077,74.480315,136.901095,0.576807,70.415796,149.114393,0.482807,69.081609,179.729748,0.401161,58.824438,105.68429,0.583066,67.316888,117.525457,0.606342,45.838218,93.315011,0.571637,78.046829,138.534733,0.582113,66.886032,137.764086,0.518581,71.871145,158.135432,0.471152,102.335898,190.921705,0.562199,60.070009,93.479485,0.717573,72.491446,217.165687,0.346012,48.070639,100.167265,0.51226,42.963761,78.122901,0.613026,71.775701,136.568462,0.5789,72.865287,110.051047,0.712234,60.738167,112.152373,0.560132,36.41413,79.95749,0.499986,45.16129,84.477845,0.56108,55.314662,112.15173,0.518508,62.530726,156.273758,0.421664,54.505152,128.844086,0.448397,51.705705,119.647654,0.453014,47.245189,100.970943,0.511993,39.013856,90.30395,0.457161,56.218873,98.302195,0.624132
161.44,0,0,0,45.922856,151.176418,0.313973,49.763328,110.783871,0.465456,46.010073,111.965141,0.424344,67.301396,151.206792,0.463278,60.763441,139.837255,0.445174,59.510335,125.050122,0.516601,102.920882,208.22109,0.502339,84.887834,261.622713,0.335451,46.236988,123.773162,0.366978,63.305931,134.354077,0.5683,74.283805,153.950189,0.494154,73.027851,143.516814,0.538796,70.264838,150.735661,0.477268,66.465356,196.540049,0.352325,57.764002,111.029142,0.538954,66.257665,123.777994,0.555549,44.541486,101.170602,0.507339,77.46963,140.697184,0.569312,65.953185,141.789808,0.491611,70.551819,162.716391,0.449298,100.298113,198.766558,0.530559,59.606992,95.150984,0.703155,72.285445,214.280356,0.349497,46.891145,107.017336,0.467724,42.339114,81.776906,0.569113,67.374911,160.588646,0.458668,71.442403,114.923358,0.661883,57.473059,130.362029,0.450564,33.510371,98.781042,0.366435,43.088713,96.673465,0.470783,54.379375,118.123472,0.475682,61.529775,162.981381,0.394878,52.730186,138.73496,0.405647,49.84587,128.302827,0.40553,46.032029,106.853056,0.464113,36.278965,106.400721,0.353547,54.944675,101.830072,0.592241
171.44,0,0,0,45.127432,153.432927,0.303552,49.060247,114.033346,0.443307,45.022219,118.980842,0.390546,64.814578,163.726621,0.409945,59.48313,145.488553,0.420049,58.051856,131.125885,0.479866,99.864736,222.499705,0.454944,81.98447,275.777467,0.30645,45.335666,126.082725,0.352791,60.365128,147.752868,0.503681,71.021893,170.720079,0.4269,69.726464,159.473415,0.467285,68.809816,156.543509,0.451317,62.77936,220.337157,0.296742,55.705989,120.410011,0.475254,63.472487,134.169339,0.484579,42.289555,112.933511,0.427493,75.918459,146.055895,0.539474,63.610698,152.822739,0.436049,67.195312,175.45388,0.398377,95.522619,218.740033,0.460754,58.110028,97.60782,0.666119,69.8927,224.546894,0.321562,45.006739,116.481032,0.412055,40.868335,87.640379,0.502825,60.912016,196.176361,0.342737,69.340598,122.895316,0.595017,52.242504,160.067311,0.332744,30.55633,116.335984,0.284505,40.21214,111.726503,0.380035,52.373235,127.864937,0.417519,59.302668,173.833346,0.357988,50.285157,151.299212,0.360899,47.37641,140.128056,0.350861,44.310542,113.87396,0.410169,33.101566,123.149556,0.277639,52.494501,111.797553,0.515264
181.44,0,0,0,43.73664,160.952864,0.279301,47.480651,120.54343,0.405185,42.213894,132.432232,0.328557,60.726017,185.110838,0.339783,57.157078,156.872742,0.375745,54.846917,146.045866,0.406942,94.37395,248.057434,0.387513,77.071163,299.487086,0.264552,43.618316,131.635595,0.324835,56.589848,166.365925,0.433849,66.393872,194.302953,0.353198,64.272431,190.682334,0.366399,66.590733,166.489757,0.412017,59.006117,242.677693,0.25271,52.602364,135.934349,0.39497,59.998702,150.089257,0.406362,39.69903,127.012552,0.358716,73.702961,154.661227,0.497309,59.754098,171.279528,0.36467,62.732278,193.004411,0.342032,88.968305,249.336178,0.380627,56.284195,102.40747,0.617419,66.03369,243.558168,0.280635,42.744604,128.533328,0.35425,38.983515,96.971789,0.429865,55.771938,223.327569,0.281661,66.250022,137.284427,0.504609,47.354761,187.712737,0.257502,28.51241,127.805052,0.242603,37.365498,127.494975,0.309278,49.64628,140.708145,0.355314,56.520887,187.291304,0.319015,47.911255,163.354694,0.32296,44.638682,153.273013,0.300599,42.516795,122.00342,0.361794,30.88383,136.10944,0.235164,48.621959,131.232729,0.412725
191.44,0,0,0,41.123253,171.351603,0.245589,44.967776,129.885088,0.353251,39.04661,147.819434,0.270808,56.348849,206.163991,0.282959,53.707248,173.040925,0.320541,50.338066,167.61074,0.326278,87.432095,277.885344,0.32294,71.993537,320.445586,0.230306,41.45791,138.411295,0.29386,52.94459,180.619414,0.381792,62.240331,212.912227,0.304211,58.753067,220.080736,0.293004,63.383777,179.964766,0.362118,55.746011,258.513861,0.22291,48.883508,154.322758,0.322051,55.62166,167.806881,0.336481,37.260728,138.498541,0.310565,70.742899,163.933684,0.450437,56.060737,189.1417,0.309482,58.423472,207.440589,0.299626,82.847017,274.126738,0.324435,54.033652,108.665336,0.559442,62.062467,258.359098,0.249151,40.000984,141.591106,0.298767,36.620547,107.566804,0.359465,52.226667,237.482788,0.249367,62.269312,157.9138,0.407375,43.962516,203.977284,0.2201,26.997107,134.507414,0.218146,34.84456,140.007032,0.261056,46.821278,153.589447,0.305348,53.498086,199.971237,0.283682,45.470431,173.256043,0.291355,41.946215,163.871186,0.263213,40.199362,130.338137,0.317331,28.739817,145.444093,0.20551,44.325477,151.511832,0.318202
201.44,0,0,0,38.827418,185.223486,0.213903,42.550824,143.697644,0.300776,36.757616,161.265837,0.233296,53.416423,222.433664,0.250832,50.664575,190.130661,0.275319,46.241649,188.568736,0.271796,81.293227,306.951197,0.272547,68.238583,337.32388,0.207404,39.541071,145.735469,0.267758,50.254507,193.429375,0.349828,59.273003,229.232096,0.270263,55.341149,240.173508,0.254925,60.117054,198.477532,0.31161,53.416752,273.393205,0.201341,45.823835,171.305524,0.272396,51.964384,186.364514,0.286823,35.472709,148.013872,0.282926,68.10151,175.181136,0.40381,53.304294,203.208294,0.272872,55.267624,219.348056,0.268847,78.564531,292.408182,0.287761,51.788537,117.279982,0.501696,58.556984,273.370679,0.223036,37.692605,155.688826,0.253191,34.70494,118.268466,0.309995,49.7612,248.605007,0.234783,58.370714,180.785737,0.330852,42.032317,213.917705,0.200802,26.034952,139.727045,0.205315,32.979162,150.369523,0.228029,44.340821,166.267537,0.266065,50.864255,212.730156,0.253329,43.535195,182.446924,0.266298,40.039311,173.177498,0.237283,38.147675,140.123981,0.27905,27.351676,153.982273,0.185664,40.960196,167.067133,0.261458
