Time (sec),R1 W1 Avg,R1 W2 Avg,R1 R1,R2 W1 Avg,R2 W2 Avg,R2 R1,R3 W1 Avg,R3 W2 Avg,R3 R1,R4 W1 Avg,R4 W2 Avg,R4 R1,R5 W1 Avg,R5 W2 Avg,R5 R1,R6 W1 Avg,R6 W2 Avg,R6 R1,R7 W1 Avg,R7 W2 Avg,R7 R1,R8 W1 Avg,R8 W2 Avg,R8 R1,R9 W1 Avg,R9 W2 Avg,R9 R1,R10 W1 Avg,R10 W2 Avg,R10 R1,R11 W1 Avg,R11 W2 Avg,R11 R1,R12 W1 Avg,R12 W2 Avg,R12 R1,R13 W1 Avg,R13 W2 Avg,R13 R1,R14 W1 Avg,R14 W2 Avg,R14 R1,R15 W1 Avg,R15 W2 Avg,R15 R1,R16 W1 Avg,R16 W2 Avg,R16 R1,R17 W1 Avg,R17 W2 Avg,R17 R1,R18 W1 Avg,R18 W2 Avg,R18 R1,R19 W1 Avg,R19 W2 Avg,R19 R1,R20 W1 Avg,R20 W2 Avg,R20 R1,R21 W1 Avg,R21 W2 Avg,R21 R1,R22 W1 Avg,R22 W2 Avg,R22 R1,R23 W1 Avg,R23 W2 Avg,R23 R1,R24 W1 Avg,R24 W2 Avg,R24 R1,R25 W1 Avg,R25 W2 Avg,R25 R1,R26 W1 Avg,R26 W2 Avg,R26 R1,R27 W1 Avg,R27 W2 Avg,R27 R1,R28 W1 Avg,R28 W2 Avg,R28 R1,R29 W1 Avg,R29 W2 Avg,R29 R1,R30 W1 Avg,R30 W2 Avg,R30 R1,R31 W1 Avg,R31 W2 Avg,R31 R1,R32 W1 Avg,R32 W2 Avg,R32 R1,R33 W1 Avg,R33 W2 Avg,R33 R1,R34 W1 Avg,R34 W2 Avg,R34 R1,R35 W1 Avg,R35 W2 Avg,R35 R1,R36 W1 Avg,R36 W2 Avg,R36 R1,R37 W1 Avg,R37 W2 Avg,R37 R1,R38 W1 Avg,R38 W2 Avg,R38 R1
211.44,0,0,0,36.349068,197.800767,0.18703,39.70639,158.339529,0.254284,34.476275,172.751938,0.203893,50.990372,234.830248,0.227272,48.060765,203.731979,0.243306,42.970227,204.434947,0.23581,76.217062,328.91207,0.237782,65.415094,348.310386,0.192229,37.716703,153.634577,0.243193,47.484232,205.934779,0.315473,56.489723,243.713361,0.242093,52.705121,254.5217,0.230001,56.930724,215.480068,0.272374,51.302003,285.777665,0.184174,43.359465,185.177174,0.239236,48.573299,204.658942,0.2464,33.721223,156.662588,0.252058,65.137758,189.227263,0.353876,51.022918,214.415656,0.245593,52.641892,228.929717,0.243946,74.982851,309.197339,0.257049,49.034535,129.598859,0.429595,55.285401,286.568214,0.200829,35.530915,168.141309,0.219331,32.816458,128.922617,0.267751,47.715704,256.470713,0.21974,54.666945,200.545418,0.277744,40.361797,222.082437,0.185329,25.169305,144.367328,0.191473,31.436005,158.987165,0.20422,41.872501,179.007823,0.232832,48.32075,225.488404,0.225683,41.53188,191.394833,0.241198,38.302433,181.961238,0.215003,36.014877,151.124014,0.244264,25.776106,161.140406,0.166664,38.567633,177.704423,0.228033
221.44,0,0,0,34.385311,208.703754,0.167406,37.542711,169.875219,0.223776,32.782008,181.814151,0.184258,48.965357,246.585893,0.209405,46.106461,214.828277,0.221789,40.927884,215.605608,0.212626,72.491679,346.568526,0.214399,63.117469,357.790488,0.18052,36.162087,160.901969,0.223482,45.416397,216.747066,0.282462,54.181481,257.045192,0.219435,50.820484,266.225965,0.210016,54.307016,229.23494,0.245614,49.631754,296.682778,0.171388,41.413836,196.045687,0.217041,45.687937,219.754495,0.217663,32.580077,163.867014,0.235511,61.985587,205.217524,0.307819,48.937004,225.291192,0.223281,50.38227,238.662113,0.222145,71.731578,325.043315,0.231069,46.144195,143.425373,0.370727,52.508247,297.308387,0.184045,33.928245,177.483422,0.197741,31.173289,138.281245,0.237959,46.202037,262.790668,0.21123,51.395992,216.976967,0.240569,39.152447,228.608406,0.174971,24.552455,148.125749,0.18332,30.237097,165.486,0.188256,39.73078,191.831603,0.206157,46.156047,238.021216,0.202735,39.733842,200.083422,0.219522,36.703896,189.941269,0.197208,34.232072,161.489747,0.217671,24.887965,166.600642,0.15633,36.447507,186.277103,0.203648
231.44,0,0,0,32.793368,216.09023,0.154458,35.427511,178.607849,0.201165,31.364144,188.830791,0.169804,47.12397,256.349312,0.194717,44.424826,222.665213,0.206366,39.260854,222.861133,0.197821,69.626853,358.251208,0.198773,61.304017,364.299283,0.172229,34.793076,166.61295,0.208775,43.51816,224.704057,0.26891,52.139035,266.908143,0.202703,49.025248,275.482009,0.196632,52.189033,239.20665,0.226686,48.259602,304.012283,0.162506,39.730641,203.683035,0.201289,43.348415,230.389938,0.199009,31.371758,169.421712,0.22078,58.697655,221.156423,0.268887,47.152234,233.563175,0.20695,48.275236,246.297837,0.204203,69.096366,337.228313,0.212906,43.683146,155.603312,0.326527,50.511713,306.729689,0.171942,32.632805,184.143355,0.183135,29.846611,145.912551,0.216353,44.933507,267.998532,0.201831,49.12478,230.34532,0.215998,38.124699,233.592689,0.166741,23.917819,151.116589,0.175435,29.189196,170.85915,0.175721,37.598177,202.978185,0.184721,44.017777,247.651303,0.184685,38.329501,207.613805,0.201286,35.320701,196.649246,0.183141,32.53828,169.921215,0.196541,24.081244,171.586654,0.14695,34.812027,191.913298,0.188048
241.44,0,0,0,31.586599,219.428679,0.146477,33.877751,184.73332,0.186426,30.391695,192.134795,0.162026,45.653649,261.874398,0.184414,43.023683,227.33661,0.196055,38.144249,226.424576,0.190676,67.40487,365.263957,0.189129,60.020194,366.939088,0.168041,33.596722,169.690535,0.199124,42.264938,229.230212,0.256998,50.528979,272.476422,0.191775,47.723754,281.387348,0.192045,50.599784,245.888074,0.214551,47.175033,309.134868,0.156301,38.554304,207.853948,0.191924,41.603008,237.760402,0.187631,30.49329,172.461516,0.214868,55.875201,232.794722,0.242395,45.761195,238.916221,0.196871,46.841323,250.381099,0.194049,67.037184,344.939897,0.200563,41.758749,165.241546,0.294615,48.505703,312.703939,0.161863,31.660503,187.557887,0.174925,28.669026,150.574816,0.203094,43.956364,270.570918,0.19808,47.322575,239.108514,0.200872,37.348181,235.819894,0.16199,23.417194,151.701092,0.173133,28.446242,173.253829,0.169266,36.034657,210.254537,0.171601,42.480467,253.49227,0.173576,36.752614,212.486987,0.187013,34.156494,200.482651,0.173691,31.41498,174.79114,0.185675,23.468813,173.646213,0.141893,33.849736,194.051421,0.181359
251.44,0,0,0,30.929638,221.154494,0.141967,32.792847,189.306557,0.176549,29.592455,195.044635,0.155377,44.524885,264.439284,0.178534,41.955641,230.505051,0.188408,37.270313,227.921036,0.18524,65.548992,368.728078,0.181494,58.744324,366.420989,0.1641,32.723282,173.050915,0.190849,40.979227,231.496434,0.243389,49.469325,277.139659,0.184121,46.682102,284.331859,0.185339,49.226984,250.241358,0.205481,46.360188,311.002002,0.152627,37.728464,210.513009,0.18563,40.486725,242.236547,0.178712,29.922717,174.591469,0.20845,53.706,240.625802,0.22527,44.672527,241.709801,0.189626,45.519635,252.401222,0.186331,65.644148,348.894298,0.192932,40.029733,171.606605,0.277032,46.735129,312.87976,0.156224,30.925394,190.023216,0.168265,27.891881,154.510143,0.192383,43.146733,271.29983,0.193456,45.533959,243.324303,0.190105,36.700579,237.191681,0.158309,23.207962,152.858184,0.168933,27.86438,175.683141,0.163233,34.898804,215.535089,0.162916,41.189565,257.61709,0.165022,35.597193,216.20863,0.176285,33.206926,203.859402,0.166378,30.457735,179.149169,0.176473,22.944181,174.647048,0.137998,33.0648,195.446841,0.175697
261.44,0,0,0,29.902576,223.838586,0.135865,31.706966,193.80332,0.166747,28.719943,198.107243,0.148464,43.403452,268.097384,0.170908,40.906026,234.529843,0.180563,36.254059,230.69877,0.178611,63.927727,373.447904,0.174876,57.370635,369.151156,0.159085,31.92998,176.370321,0.183933,39.976613,235.46884,0.237393,48.29137,282.069919,0.176432,45.620016,288.78402,0.177602,47.822845,255.603485,0.195737,45.411138,314.114871,0.147808,36.848683,213.493376,0.179104,39.230531,246.902867,0.170151,29.16334,176.738934,0.200168,51.893144,247.711817,0.21127,43.588488,244.655206,0.182996,44.375205,255.206281,0.17912,64.212365,354.441199,0.185102,38.738105,177.695198,0.258135,45.227321,315.411827,0.150185,30.102741,192.65342,0.161468,26.918183,158.249825,0.181304,42.000683,272.941426,0.185392,43.647741,247.608355,0.178918,35.783809,239.163387,0.15303,22.657311,153.898474,0.164598,26.903963,177.522377,0.156443,33.756507,220.01162,0.154885,39.974651,262.32514,0.156841,34.255929,220.414892,0.165029,32.014922,207.792858,0.157497,29.479635,182.937686,0.168059,22.045966,174.902305,0.132961,32.14117,196.961291,0.168472
271.44,0,0,0,29.836668,225.068854,0.134763,31.055845,197.280346,0.160782,28.432183,200.700834,0.145364,42.87317,271.660114,0.167128,40.262111,238.102359,0.174938,35.866569,233.131893,0.177014,62.748202,378.71336,0.169635,56.764778,371.010724,0.157006,31.336992,179.221665,0.178758,39.513199,238.289454,0.232975,47.602982,286.088286,0.171458,44.889737,292.744633,0.172352,47.002897,260.986763,0.188616,45.214978,317.449756,0.146018,36.501888,216.016767,0.175705,38.909099,250.162134,0.167598,29.062712,178.88755,0.198663,50.671859,253.326637,0.201994,42.973782,248.185512,0.178172,43.760969,258.034624,0.174459,63.277237,359.365469,0.179623,37.827452,183.456081,0.243933,44.412353,318.532286,0.146555,29.946252,195.086147,0.158997,26.690441,161.591514,0.177209,41.80007,275.00247,0.185864,43.04238,252.395762,0.173227,35.8023,241.422789,0.151876,22.750713,154.806813,0.164319,26.839166,179.703558,0.154553,33.341971,223.791725,0.150993,39.494074,266.178323,0.152595,33.691885,224.642825,0.15822,31.65219,211.420783,0.153235,29.127385,186.35851,0.162833,21.987596,176.562505,0.131329,31.759844,198.487883,0.165879
281.44,0,0,0,29.642984,226.019731,0.133337,30.684783,199.713669,0.157369,28.273688,203.009085,0.142806,42.409454,274.028883,0.165674,39.705243,241.35209,0.170036,35.499678,235.046402,0.175141,61.701488,382.330916,0.165264,56.092469,372.677138,0.154469,30.864696,181.470712,0.17493,39.044404,240.767108,0.234677,47.098485,288.664331,0.16809,44.550692,295.736449,0.168828,46.287639,265.078632,0.183024,44.805326,319.854237,0.143406,36.073413,217.424735,0.17295,38.540972,252.178751,0.164227,28.967596,180.13988,0.201209,49.731836,257.46635,0.195525,42.500974,250.436849,0.174943,43.243052,259.792002,0.17111,62.539488,363.086869,0.175237,37.237443,187.35989,0.240991,43.701044,319.908624,0.143706,29.565602,196.88357,0.1556,26.334526,163.864783,0.173267,41.516878,276.252953,0.187517,42.188322,255.305531,0.167904,35.602611,242.871562,0.15032,22.707423,155.267073,0.164477,26.737045,181.020733,0.152795,32.912163,226.236633,0.147782,39.008255,268.858,0.148876,33.102762,227.285706,0.152981,31.174168,213.806598,0.149764,28.860295,188.748335,0.160306,21.811604,176.852952,0.130484,31.523592,199.357616,0.164673
291.44,0,0,0,25.592149,193.058304,0.136025,26.465086,172.299019,0.158946,24.196465,173.74463,0.144184,37.074302,235.92453,0.170782,34.357756,208.242955,0.171405,31.028735,202.785119,0.180988,54.061856,331.125452,0.168029,49.359295,321.706943,0.158181,26.996072,157.729052,0.17884,34.250498,207.772733,0.237277,41.372314,250.075654,0.170805,38.658191,255.776032,0.172757,40.090747,230.032698,0.183831,39.295972,276.013352,0.146766,31.830785,188.181295,0.178591,33.695337,218.248599,0.168691,25.475534,156.165582,0.207271,43.329124,224.660656,0.196228,37.188453,217.671373,0.177587,37.693145,225.355043,0.172254,54.395721,315.375846,0.175436,32.165391,164.684913,0.239631,38.196131,276.104141,0.14738,25.864165,170.006028,0.159616,22.916223,142.047572,0.177461,35.950726,239.712768,0.190366,35.959145,223.07025,0.165035,31.148133,210.263426,0.152973,19.877507,134.264351,0.170614,23.086653,157.230826,0.154247,28.532083,196.065417,0.149659,33.825664,232.057198,0.150272,28.497083,197.096302,0.152169,26.964731,185.60645,0.150674,25.133013,164.216996,0.163693,19.009545,152.421263,0.134879,27.561063,172.517069,0.168933
294.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298.93,0,0,0,24.660044,189.448822,0.133911,25.614207,171.156228,0.155664,23.521947,170.798795,0.143246,35.965357,232.512498,0.171631,33.665836,206.58751,0.170091,30.184697,200.276268,0.182412,53.476931,333.122697,0.165511,48.874814,321.960489,0.157144,25.996686,156.627174,0.174607,33.058068,203.16787,0.243266,41.18744,252.223393,0.169028,37.984095,253.656676,0.179312,39.288082,230.768345,0.179749,39.033533,276.800069,0.145711,31.425892,189.223279,0.176307,32.831613,214.395932,0.169881,24.851829,154.223933,0.208913,42.519127,226.527772,0.190915,35.996426,213.39635,0.17537,37.156492,225.877332,0.169646,53.594743,314.469047,0.173578,30.928574,161.539209,0.25058,37.540095,278.223767,0.144259,25.612596,170.088248,0.158779,22.53665,142.03784,0.176865,35.245426,236.593557,0.197769,35.98356,226.865603,0.162075,31.013639,211.196272,0.151902,19.556875,134.291755,0.170229,22.664865,157.776522,0.151355,28.100765,196.551655,0.147299,33.270503,231.737277,0.148099,27.907656,197.607459,0.148358,26.268168,185.875089,0.146921,24.447175,164.258422,0.160402,18.463359,152.430545,0.131763,26.921392,171.355521,0.167046
303.93,0,0,0,25.221636,190.75,0.135934,25.944788,172.310412,0.156772,23.929541,172.34701,0.144374,36.585913,234.147032,0.174655,34.163428,208.035487,0.171126,30.542611,201.457317,0.18438,53.801896,335.222271,0.16601,49.29611,322.492152,0.158386,26.566852,158.120741,0.177354,33.704699,204.956416,0.250589,41.624339,254.984891,0.168381,38.3307,255.393428,0.182749,39.747138,232.526322,0.180544,39.72185,278.143552,0.147669,31.995338,190.145867,0.179066,33.40859,215.097133,0.174289,25.432283,155.137976,0.212605,42.989007,231.282165,0.189187,35.925056,209.286799,0.178372,37.74028,228.309392,0.170408,54.286693,317.037625,0.174156,31.37827,164.011408,0.248251,37.909809,279.020267,0.145603,26.152366,171.153623,0.161036,23.103634,143.06689,0.179352,35.759645,237.40669,0.204363,36.135865,228.027582,0.161906,31.581899,211.965761,0.154362,20.093081,134.779281,0.174045,23.183229,158.533645,0.154046,28.679715,197.655009,0.150175,33.771502,232.73207,0.149841,28.48585,198.726701,0.150892,26.849201,187.023709,0.149496,25.059658,165.165341,0.163978,19.135656,153.364608,0.135588,27.909775,174.318097,0.17021
308.93,0,0,0,25.430049,190.698136,0.136804,26.067008,173.035245,0.15689,24.247519,173.127389,0.145531,36.712502,234.365365,0.17525,34.206648,208.401993,0.171114,30.811083,202.41948,0.185286,54.705547,343.621099,0.163973,49.471319,323.566085,0.158193,27.37761,161.643046,0.178231,34.046795,207.545444,0.249396,42.45906,261.379857,0.167852,38.442533,256.377077,0.180655,39.812159,233.099021,0.180697,39.831722,277.81191,0.14824,32.167124,189.708044,0.180173,33.546316,215.243233,0.173628,25.585221,154.914142,0.216156,42.624699,226.624468,0.19248,35.688596,207.319991,0.179516,38.216313,229.819443,0.171353,53.948792,316.198742,0.173539,31.277314,163.72425,0.248035,38.182137,279.631207,0.146409,26.298345,170.885936,0.16213,23.27373,142.848657,0.181447,35.824932,237.513071,0.204741,36.107304,227.793712,0.162367,31.707996,211.84934,0.155286,20.261778,134.854992,0.175396,23.262932,158.654182,0.154534,28.746038,197.635379,0.15067,33.810045,232.915088,0.149831,28.434611,198.577701,0.150296,26.855831,186.903998,0.149716,25.112059,165.569844,0.163825,19.028548,152.330342,0.135696,27.618197,172.458554,0.170652
313.93,0,0,0,24.599205,192.22424,0.131426,25.291395,173.263774,0.152201,23.421814,173.807683,0.140234,36.05132,234.906161,0.170542,33.373327,208.872271,0.166491,30.429064,206.37871,0.172344,54.295195,343.229827,0.162371,48.87666,322.543074,0.156577,27.173838,163.090596,0.175192,33.194291,205.518957,0.241336,41.565757,256.901448,0.167226,37.52687,257.040653,0.172021,38.920799,234.180135,0.175883,39.111481,278.838613,0.144719,31.383206,189.810808,0.17511,32.908515,215.688911,0.167804,24.987333,155.572538,0.207581,41.827199,226.249158,0.188474,34.953793,208.202722,0.174449,38.08291,231.01212,0.169623,53.74997,315.607645,0.172932,30.701987,164.240313,0.238774,37.603702,278.538998,0.1441,25.533531,171.74672,0.156749,22.571084,143.405344,0.174918,35.08441,238.542466,0.194962,35.279158,228.096738,0.158045,31.012592,212.607277,0.1509,19.580318,135.058428,0.168487,22.585758,159.630454,0.149163,27.978501,198.462136,0.145932,32.940059,233.90109,0.145105,27.684365,199.650307,0.145188,26.049009,187.596319,0.144684,24.394391,166.417105,0.157862,18.305797,152.218483,0.131011,26.89511,172.57249,0.164922
318.93,0,0,0,24.87709,192.837353,0.132721,25.694795,173.714676,0.154372,23.657433,174.580655,0.140847,36.62817,235.710145,0.17409,33.821471,209.272852,0.168411,31.355751,209.905747,0.169379,54.720159,340.043564,0.165596,49.825975,322.646907,0.160259,28.176182,162.995636,0.182164,33.770585,205.358374,0.248448,42.125377,255.414403,0.170731,38.114489,257.842451,0.177222,39.378441,235.425928,0.17717,39.6306,280.362964,0.145933,32.073573,190.106836,0.179148,33.529655,216.224797,0.173619,25.426195,155.843362,0.213391,42.622061,226.814702,0.191963,35.521435,209.034867,0.177076,39.315169,233.050316,0.173862,54.734423,315.791842,0.176037,31.243753,164.658362,0.247081,38.352781,278.163845,0.148936,25.912518,172.255271,0.158702,22.979621,143.649931,0.178348,35.539371,240.041645,0.198709,35.628854,228.603259,0.159299,31.473209,213.710195,0.152529,19.809215,135.39121,0.170586,22.824622,160.261797,0.149914,28.437272,199.015732,0.148383,33.479186,234.847087,0.147083,28.017124,200.707835,0.146398,26.36451,188.305748,0.14588,24.656533,166.755259,0.159303,18.635216,151.504311,0.135874,27.71147,172.600867,0.170668
323.93,0,0,0,25.531584,195.857153,0.133947,26.279282,176.669103,0.155182,24.189848,177.034217,0.141735,37.338234,239.8747,0.172304,34.49103,212.010528,0.16947,32.28612,213.667549,0.169267,55.842159,343.523008,0.167867,51.166237,326.925215,0.162464,29.032068,164.948471,0.185318,34.586548,208.131771,0.260011,42.880805,258.166975,0.171829,38.935026,260.69214,0.180602,40.103526,238.854309,0.17804,40.311732,284.587191,0.14629,32.764924,192.722042,0.180382,34.396192,218.662404,0.174932,26.033786,158.242527,0.214908,43.430173,230.329987,0.192695,36.283077,212.560855,0.17823,40.534527,237.731634,0.175525,55.620147,320.528589,0.176325,31.878546,167.83299,0.250575,39.56159,281.821284,0.151357,26.473263,175.051609,0.159197,23.493016,146.191408,0.17822,36.290385,242.834653,0.199542,36.277114,233.117525,0.158764,32.060304,217.173032,0.152716,20.371844,137.531242,0.171326,23.259387,163.134648,0.150014,29.032989,201.648293,0.149227,34.098861,237.861804,0.14781,28.462078,203.541938,0.146391,26.962289,190.936439,0.146878,25.281568,169.601524,0.160091,19.071039,153.603457,0.135023,28.198067,175.338428,0.17058
333.93,0,0,0,25.066388,200.336805,0.128676,25.710044,180.629341,0.148338,23.530884,180.42448,0.135894,36.797035,245.533183,0.164849,33.770687,215.718186,0.163256,31.350154,213.771619,0.166259,55.789994,349.922624,0.164278,51.046779,331.540612,0.159339,28.638844,167.036546,0.181416,34.077269,211.150906,0.249451,42.387266,262.683479,0.166601,38.525801,263.857981,0.17495,39.485349,243.368142,0.171759,39.848722,290.088106,0.141606,32.205012,195.369564,0.174866,34.112712,222.212766,0.17091,25.423646,160.94257,0.205002,42.651789,235.256208,0.185281,35.592607,216.067649,0.171982,40.299418,243.060036,0.170515,55.256481,326.222142,0.171788,31.112935,171.829678,0.233418,39.213853,284.574355,0.1473,25.703569,178.384398,0.15196,22.759745,149.787716,0.168587,35.49976,246.665223,0.188666,35.304696,236.430973,0.152742,31.434446,221.217365,0.14678,19.612249,139.436869,0.164039,22.387541,165.885663,0.142542,28.46878,205.780796,0.143365,33.682213,242.935084,0.14277,27.769738,207.765021,0.139669,26.193271,194.595662,0.139969,24.766666,172.640427,0.15428,18.217911,155.359857,0.128491,27.636338,177.177165,0.165106
343.93,0,0,0,25.916004,203.154768,0.131396,26.43246,183.965705,0.150467,24.161754,183.290327,0.137717,37.608854,248.792785,0.167784,34.552342,218.644887,0.164954,32.139654,214.222481,0.17482,57.040399,354.400584,0.166602,52.140054,334.167278,0.162377,29.511945,168.531551,0.186936,35.40105,212.759711,0.265377,43.739293,265.931264,0.169727,39.84903,266.135992,0.183702,40.736146,246.137152,0.175935,41.082886,293.795512,0.144687,33.698486,196.7958,0.182819,35.139998,224.19247,0.176159,26.599737,162.499025,0.218184,43.668539,238.940634,0.187698,36.728723,218.080776,0.177161,41.305137,245.884359,0.172782,56.009416,330.887246,0.171614,31.820644,174.43494,0.240299,39.419942,285.668889,0.149243,26.801288,180.755583,0.156737,23.740795,152.626966,0.173418,35.804632,248.002339,0.196865,35.341088,238.408977,0.15176,32.429915,223.938783,0.150122,20.348656,140.75131,0.169348,22.924755,167.081529,0.14567,29.354295,208.888809,0.146112,34.528739,246.550113,0.144338,28.452322,210.940862,0.140977,26.743393,197.241878,0.141413,25.541568,175.242167,0.157704,18.588854,156.612343,0.12964,28.700709,178.433414,0.172031
353.93,0,0,0,25.787682,205.628117,0.129088,26.143827,187.028052,0.146679,24.040192,186.050314,0.134772,37.289271,251.589518,0.164638,34.472891,221.20089,0.163033,31.920088,216.037086,0.172412,56.717524,357.786845,0.164176,52.016927,336.099714,0.160775,29.357115,170.402195,0.184801,35.308212,214.566838,0.262595,43.708518,269.293401,0.167666,39.720509,268.618323,0.1807,40.65495,248.75745,0.173625,41.132964,297.151782,0.143023,33.440985,198.66633,0.179577,35.287439,226.331689,0.173855,26.613103,164.266048,0.212222,43.307139,242.384478,0.183964,36.705558,220.187448,0.175361,41.153661,248.020767,0.170458,55.424049,335.024803,0.167667,31.448537,177.206311,0.235561,38.819574,287.487366,0.145871,26.745916,183.149446,0.154259,23.514508,155.359202,0.169392,35.543208,249.748718,0.190985,34.517606,239.859442,0.147169,32.345766,226.280294,0.148174,20.197735,142.31316,0.165328,22.64935,168.737513,0.142483,29.150651,211.893612,0.143382,34.437035,250.254956,0.141608,28.122215,213.92209,0.137284,26.455179,199.765772,0.138295,25.337589,177.587461,0.154533,17.962567,158.44075,0.125119,28.528163,180.044327,0.169422
363.93,0,0,0,26.024801,207.586394,0.128772,26.340622,189.626895,0.145482,24.243026,188.11465,0.134053,37.188483,253.76928,0.16252,34.395051,223.288514,0.160862,31.931818,217.261301,0.171493,56.576384,360.243182,0.162621,51.959494,337.551715,0.159912,29.421623,171.607115,0.184204,35.001816,215.737808,0.260618,43.570644,271.671963,0.165868,39.68171,270.981866,0.178886,40.346727,250.579311,0.170858,40.929974,299.156228,0.141394,33.290738,199.324665,0.177702,35.198031,227.330758,0.171788,26.596797,165.019776,0.212422,42.940945,244.550479,0.181161,36.509635,221.98918,0.172943,41.025373,250.143532,0.16851,54.885283,338.062187,0.164513,31.313505,178.823569,0.235838,38.716441,288.068389,0.144812,26.714649,184.438068,0.152651,23.441139,157.022802,0.166398,35.374649,250.081591,0.188608,34.361184,241.873147,0.145358,32.480327,227.918624,0.147484,20.147111,143.471971,0.163764,22.606562,169.882153,0.140753,29.245103,214.162515,0.142343,34.453727,252.458727,0.140337,28.032372,216.165101,0.134855,26.434948,201.47592,0.137033,25.284457,179.250071,0.151865,18.095936,159.605261,0.124528,28.502547,181.54197,0.167105
373.93,0,0,0,25.548027,207.795629,0.126442,25.970999,190.98806,0.14333,23.748729,189.102997,0.131649,37.10111,255.337388,0.162086,34.227429,224.226077,0.159843,31.656838,217.561119,0.171971,56.665844,362.209809,0.162584,52.01044,338.452309,0.160184,29.276266,172.041896,0.184457,35.178434,216.101364,0.266394,43.720815,273.738311,0.165179,40.08974,271.344483,0.180284,40.536385,251.842375,0.171149,41.335978,301.214155,0.141985,33.60694,200.419925,0.179116,35.461214,227.801818,0.175544,26.863844,165.661521,0.217184,42.921026,246.581842,0.180214,36.695147,223.500527,0.173057,41.123097,251.475115,0.167912,54.487318,339.870938,0.162452,31.151665,180.157351,0.23839,37.84971,288.89077,0.142395,26.835124,185.626355,0.153134,23.349804,158.177697,0.166037,34.994842,250.570424,0.189664,33.6592,243.293698,0.141293,32.462501,229.308207,0.14689,20.135474,143.855462,0.1645,22.261598,170.646214,0.139069,29.070321,215.807803,0.141136,34.161924,253.992672,0.138616,27.646215,217.657903,0.132457,26.093459,202.540517,0.135093,25.235924,180.343069,0.151445,17.611947,160.610715,0.12165,28.448507,182.022521,0.167611
